100.0,60.0
100.20801,60.56
100.405897,61.12
100.614073,61.68
100.821351,62.24
101.012904,62.8
101.204239,63.36
101.39438,63.92
101.59322,64.48
101.790466,65.04
101.980606,65.6
102.18029,66.16
102.381271,66.72
102.584226,67.28
102.778929,67.84
102.971617,68.4
103.170324,68.96
103.363481,69.52
103.572477,70.08
103.776273,70.64
103.983059,71.2
104.186558,71.76
104.385249,72.32
104.579763,72.88
104.776569,73.44
104.967701,74.0
105.164748,74.56
105.365611,75.12
105.568104,75.68
105.77342,76.24
105.96958,76.8
106.178746,77.36
106.36911,77.92
106.571874,78.48
106.76413,79.04
106.966883,79.6
107.166629,80.16
107.373027,80.72
107.582778,81.28
107.778589,81.84
107.976466,82.4
108.17762,82.96
108.386718,83.52
108.593525,84.08
108.78976,84.64
108.997745,85.2
109.191724,85.76
109.397853,86.32
109.591535,86.88
109.786446,87.44
109.988301,88.0
110.193975,88.56
110.392406,89.12
110.602205,89.68
110.801588,90.24
111.007463,90.8
111.206984,91.36
111.398839,91.92
111.593256,92.48
111.79619,93.04
112.000365,93.6
112.199028,94.16
112.392199,94.72
112.600664,95.28
112.79139,95.84
112.990031,96.4
113.19244,96.96
113.397502,97.52
113.593943,98.08
113.79565,98.64
113.994726,99.2
114.193463,99.76
114.39023,100.32
114.593517,100.88
114.793272,101.44
114.987622,102.0
115.186247,102.56
115.395144,103.12
115.59655,103.68
115.797623,104.24
115.995305,104.8
116.197389,105.36
116.403471,105.92
116.606361,106.48
116.800558,107.04
117.004121,107.6
117.205988,108.16
117.401829,108.72
117.601818,109.28
117.794323,109.84
117.986718,110.4
118.180267,110.96
118.379706,111.52
118.58744,112.08
118.790497,112.64
118.987468,113.2
119.18764,113.76
119.385218,114.32
119.585167,114.88
119.787993,115.44
119.991097,116.0
120.182064,116.56
120.387698,117.12
120.58976,117.68
120.789887,118.24
120.984512,118.8
121.176343,119.36
121.368296,119.92
121.559753,120.48
121.755794,119.966
121.953375,119.981
122.153137,119.966
122.354211,119.999
122.563116,119.989
122.768684,119.911
122.977865,120.058
123.171586,120.017
123.376402,120.009
123.582101,120.072
123.784027,120.084
123.985935,120.015
124.178564,120.001
124.375449,120.022
124.57863,119.954
124.782999,119.97
124.981048,120.004
125.190653,119.934
125.38913,120.018
125.5951,120.018
125.787212,120.017
125.997,120.053
126.198471,119.996
126.406558,119.999
126.614793,120.027
126.806259,120.024
127.010523,119.978
127.214103,119.944
127.405164,119.999
127.614455,120.03
127.809745,119.982
128.005297,119.919
128.199912,120.027
128.406882,120.017
128.614568,120.001
128.813429,120.081
129.010531,120.076
129.203314,120.076
129.397109,119.968
129.594931,119.982
129.789265,119.971
129.984065,119.942
130.174717,120.03
130.382806,119.916
130.592563,120.064
130.801172,120.066
131.003184,119.986
131.195625,120.067
131.388847,119.98
131.581667,119.914
131.791097,120.033
131.999828,120.011
132.199468,119.957
132.396744,120.001
132.596939,120.066
132.787849,120.016
132.980606,119.913
133.183699,120.063
133.376175,120.049
133.577903,120.073
133.774061,119.939
133.966216,120.045
134.168676,120.066
134.368423,119.999
134.56843,120.041
134.773088,120.016
134.970068,119.918
135.174767,120.017
135.370219,119.961
135.565854,119.969
135.759024,120.087
135.958077,119.983
136.154661,120.1
136.36314,120.071
136.556789,119.944
136.747719,120.042
136.940461,119.93
137.138788,119.928
137.345151,120.035
137.545621,119.982
137.748949,119.933
137.958575,120.013
138.152353,120.065
138.345274,120.063
138.546672,119.965
138.744818,119.947
138.947789,120.049
139.15575,120.054
139.364967,119.961
139.560825,119.979
139.764533,119.969
139.964699,120.08
140.173334,119.972
140.369157,119.987
140.573508,119.991
140.766696,119.913
140.963939,120.019
141.173778,120.057
141.377932,120.098
141.580477,119.958
141.777009,119.909
141.982224,120.094
142.176475,120.045
142.371789,119.907
142.579908,119.947
142.786627,119.914
142.98006,119.996
143.17374,120.029
143.364032,120.024
143.565631,119.972
143.769608,120.031
143.972439,120.083
144.163613,120.012
144.363512,120.066
144.560509,120.024
144.769807,120.035
144.969083,119.941
145.167346,119.969
145.374175,120.033
145.574179,120.011
145.780618,119.906
145.975939,119.983
146.181412,119.915
146.390629,120.09
146.583824,120.039
146.785348,120.058
146.991075,120.036
147.187344,119.975
147.390406,120.024
147.586692,119.999
147.779786,119.989
147.977285,120.02
148.184902,119.991
148.379038,120.014
148.57557,119.908
148.768681,119.996
148.964444,119.944
149.169413,119.988
149.362717,120.007
149.555001,120.009
149.753157,120.009
149.946635,120.053
150.153994,119.929
150.34991,120.034
150.548651,120.012
150.756489,120.07
150.958036,120.057
151.166547,119.93
151.357392,120.043
151.549744,120.072
151.756759,120.056
151.951519,120.048
152.154609,120.043
152.347025,119.901
152.555437,119.928
152.754324,120.055
152.944362,119.906
153.134925,119.96
153.342989,120.006
153.546671,120.084
153.742833,119.985
153.952023,120.096
154.160005,120.05
154.354506,119.927
154.556878,120.012
154.755066,119.984
154.957874,119.926
155.154032,119.952
155.360593,119.912
155.569611,120.022
155.770381,119.939
155.97987,119.972
156.186683,119.915
156.377276,119.955
156.584395,119.926
156.78866,119.934
156.997463,119.98
157.198428,120.069
157.399416,119.912
157.591244,120.01
157.789771,120.066
157.988863,119.93
158.196353,120.026
158.396262,119.974
158.59492,119.955
158.78992,119.93
158.993635,120.03
159.199478,120.07
159.395785,120.05
159.601293,120.013
159.793826,120.024
159.987569,120.099
