100.0,100,60.0,0.0,0,0
100.027665,101,60.08,0.113,0,0
100.055357,102,60.16,0.431,0,0
100.083034,103,60.24,-0.489,0,0
100.110705,104,60.32,-0.782,0,0
100.138402,105,60.4,0.339,0,0
100.166087,106,60.48,0.158,0,0
100.193777,107,60.56,-0.014,0,0
100.221428,108,60.64,-0.354,0,0
100.249098,109,60.72,0.097,0,0
100.276809,110,60.8,0.22,0,0
100.304473,111,60.88,0.032,0,0
100.332208,112,60.96,0.2,0,0
100.359924,113,61.04,0.856,0,0
100.387629,114,61.12,-0.168,0,0
100.415356,115,61.2,-0.129,0,0
100.443106,116,61.28,-0.273,0,0
100.47084,117,61.36,-0.145,0,0
100.498576,118,61.44,-0.494,0,0
100.52626,119,61.52,-0.589,0,0
100.553916,120,61.6,0.662,0,0
100.581582,121,61.68,0.288,0,0
100.609332,122,61.76,-0.717,0,0
100.63699,123,61.84,-0.684,0,0
100.664655,124,61.92,0.949,0,0
100.692341,125,62.0,-0.075,0,0
100.720074,126,62.08,0.509,0,0
100.747818,127,62.16,0.585,0,0
100.775479,128,62.24,0.412,0,0
100.803184,129,62.32,-0.671,0,0
100.830839,130,62.4,0.964,0,0
100.858506,131,62.48,-0.275,0,0
100.886177,132,62.56,-0.98,0,0
100.913881,133,62.64,-0.9,0,0
100.941551,134,62.72,-0.811,0,0
100.96925,135,62.8,-0.149,0,0
100.99697,136,62.88,0.442,0,0
101.024648,137,62.96,0.436,0,0
101.052326,138,63.04,-0.608,0,0
101.080052,139,63.12,0.51,0,0
101.107723,140,63.2,0.436,0,0
101.135402,141,63.28,-0.048,0,0
101.163132,142,63.36,-0.089,0,0
101.190829,143,63.44,0.147,0,0
101.218528,144,63.52,-0.412,0,0
101.24624,145,63.6,0.777,0,0
101.273978,146,63.68,0.784,0,0
101.301703,147,63.76,-0.541,0,0
101.32936,148,63.84,0.988,0,0
101.357043,149,63.92,-0.826,0,0
101.384761,150,64.0,-0.62,0,0
101.412449,151,64.08,-0.047,0,0
101.440169,152,64.16,-0.774,0,0
101.467918,153,64.24,0.911,0,0
101.495642,154,64.32,0.729,0,0
101.523358,155,64.4,-0.523,0,0
101.551101,156,64.48,-0.106,0,0
101.578775,157,64.56,-0.166,0,0
101.606443,158,64.64,-0.59,0,0
101.634128,159,64.72,-0.488,0,0
101.661785,160,64.8,0.586,0,0
101.689524,161,64.88,0.262,0,0
101.717257,162,64.96,-0.007,0,0
101.744968,163,65.04,0.3,0,0
101.772632,164,65.12,0.342,0,0
101.800374,165,65.2,-0.709,0,0
101.828062,166,65.28,0.782,0,0
101.855758,167,65.36,0.151,0,0
101.883435,168,65.44,-0.04,0,0
101.91109,169,65.52,-0.485,0,0
101.938796,170,65.6,0.268,0,0
101.966488,171,65.68,-0.24,0,0
101.994236,172,65.76,0.87,0,0
102.021887,173,65.84,0.019,0,0
102.049586,174,65.92,0.655,0,0
102.077279,175,66.0,0.155,0,0
102.10497,176,66.08,-0.515,0,0
102.13268,177,66.16,0.972,0,0
102.160336,178,66.24,0.716,0,0
102.188067,179,66.32,-0.102,0,0
102.215801,180,66.4,0.602,0,0
102.243472,181,66.48,0.361,0,0
102.271213,182,66.56,0.71,0,0
102.298873,183,66.64,0.999,0,0
102.326615,184,66.72,-0.682,0,0
102.354292,185,66.8,-0.049,0,0
102.38195,186,66.88,-0.915,0,0
